dispute_id,transaction_id,customer_id,merchant_id,txn_amount,txn_datetime,channel,card_present,currency_type,geo_distance_km,txn_country,time_to_raise_days,mcc,mcc_group,customer_tenure_months,age_group,credit_risk_score,avg_monthly_spend,historical_dispute_count,payment_behavior_score,customer_country,merchant_risk_tier,merchant_dispute_rate,merchant_country,txn_count_10min,txn_count_1hr,txn_count_24hr,distinct_geo_10min,time_gap_prev_txn_min,device_switch_count_24hr,velocity_pattern_label,amount_velocity_10min,amount_velocity_1hr,amount_velocity_24hr,limit_violation,high_risk_country_violation,behavior_pattern_violation,aml_kyc_violation,fraud_pattern_violation,policy_rules_count,policy_severity_score,supporting_docs_count,evidence_quality_score,evidence_to_claim_ratio,sentiment_score,keyword_risk_flag,keyword_risk_score,dispute_text,transaction_risk_behavior_score,p_customer_favor,p_merchant_arbitration,p_customer_assertion,customer_favor,merchant_arbitration,customer_assertion,dispute_category,dispute_reason_code,dispute_channel,dispute_amount,dispute_datetime
DISP_007015,TXN_007015,CUST_00441,MER_0636,167.6543255802442,2024-05-22 14:07:00,Online,0,Foreign,8.924512939534234,UK,27,8211,Education,94,26-35,0.4487916784332078,2207.225695251183,2,0.8311207825746852,UK,1,0.0217256204103228,UK,3,5,7,1,15.988246825343298,0,normal,50.29629767407327,13.971193798353683,0.814986304903965,0,0,0,0,0,0,0,3,0.8344952474511345,0.0178939612182216,-0.3279580633979511,0,0.6808220998485414,The service was not provided but I was billed.,0.13,0.8503485742353403,0.15,0.2983874190193853,1,0,0,true_dispute,NOT_RECEIVED,Call,167.6543255802442,2024-06-18 16:07:00
DISP_003988,TXN_003988,CUST_01094,MER_0514,34.45493325966683,2024-07-03 07:22:00,POS,1,Domestic,1.7453063863866891,US,27,8211,Education,78,26-35,0.4326562631265094,1793.654214603676,4,0.4976169356617604,US,1,0.041867345842921,US,1,1,2,1,203.76481229583615,0,low_velocity_high_amount,3.445493325966683,0.5742488876611138,0.0478540739717594,0,0,0,0,0,0,0,0,0.1351334981893511,0.0,-0.0730480929849853,0,0.2886875795501074,"This amount is too high, I want to dispute it.",0.22,0.3405400494568053,0.3729733003621298,0.2219144278954956,1,0,0,first_party_fraud,OTHER,Call,34.45493325966683,2024-07-30 08:22:00
DISP_000854,TXN_000854,CUST_01051,MER_0380,20.701748301707728,2024-04-29 02:02:00,Online,0,Domestic,11.968179215636646,IN,26,7995,Gambling,55,36-50,0.4353840635197561,978.8697117397418,0,0.9601290484532105,US,3,0.3413223708327717,IN,2,2,6,1,677.2432060381237,1,low_velocity_high_amount,4.1403496603415455,0.6900582767235909,0.0862572845904488,0,0,0,0,0,0,0,0,0.4116302019888173,0.0,-0.4902123659141721,1,0.3917460811810741,"This amount is too high, I want to dispute it.",0.42,0.4234890605966451,0.3176739596022365,0.3470637097742516,0,0,0,first_party_fraud,FRAUD,App,20.701748301707728,2024-05-25 05:02:00
DISP_007245,TXN_007245,CUST_00158,MER_0354,81.31639865707899,2024-12-29 01:46:00,POS,1,Foreign,24.639066610924544,CA,21,8062,Hospitals,29,26-35,0.6133428408914553,3238.795750288258,3,0.8668171437216605,IN,1,0.0142362534469911,CA,2,3,6,1,110.8638661921354,0,normal,16.2632797314158,4.06581993285395,0.3388183277378291,0,0,0,0,0,0,0,2,0.7332847878593706,0.0245952849982232,-0.7720591671959954,1,0.5101482599776272,I was charged twice for the same purchase.,0.13,0.8199854363578112,0.15,0.4316177501587986,1,0,1,true_dispute,QUALITY,App,81.31639865707899,2025-01-19 01:46:00
DISP_001885,TXN_001885,CUST_01257,MER_0456,82.1906032585925,2024-07-19 13:25:00,POS,1,Domestic,5.753464954599105,IN,20,5311,Department Stores,107,26-35,0.5470103796842762,1509.9949366048274,0,0.8245062687874387,US,2,0.1081860350684662,IN,1,1,1,1,1063.5684743606514,0,low_velocity_high_amount,8.21906032585925,1.3698433876432083,0.057076807818467,0,0,0,0,0,0,0,0,0.313849222009769,0.0,-0.6871151584985338,0,0.4755451085188438,I don't remember making this purchase.,0.3,0.3941547666029307,0.3372301555980462,0.4061345475495601,0,0,0,first_party_fraud,FRAUD,Call,82.1906032585925,2024-08-08 17:25:00
DISP_006318,TXN_006318,CUST_01813,MER_0209,133.12434129101698,2024-05-24 11:38:00,POS,1,Domestic,19.1214951216974,DE,41,5812,Restaurants,12,65+,0.6989450322657887,4184.28015042783,0,0.6854061136237443,US,2,0.0848866721795177,DE,3,4,8,1,30.11764361869131,1,normal,39.93730238730509,8.8749560860678,0.7395796738389832,0,0,0,0,0,0,0,1,0.3340858515222953,0.0075117742578267,-0.2381956218643056,0,0.3834393832342696,I thought this subscription was cancelled.,0.21,0.4002257554566886,0.3331828296955409,0.2714586865592917,1,1,0,first_party_fraud,OTHER,Web,133.12434129101698,2024-07-04 11:38:00
DISP_008340,TXN_008340,CUST_00335,MER_0380,95.78786282641768,2024-12-02 19:17:00,App,0,Domestic,369.9863326596197,IN,36,7995,Gambling,4,26-35,0.4691227026612192,1290.017241167863,0,0.6710962658568964,US,3,0.3413223708327717,IN,3,3,4,1,79.27998246938381,0,normal,28.7363588479253,4.789393141320884,0.266077396740049,0,1,0,0,0,1,2,1,0.4465773499809538,0.0104397360009185,0.3361409184669163,0,0.2587467303759813,"This amount is too high, I want to dispute it.",0.39,0.4339732049942861,0.3106845300038092,0.3008422755400749,1,0,0,first_party_fraud,NOT_RECEIVED,App,95.78786282641768,2025-01-07 20:17:00
DISP_003589,TXN_003589,CUST_01338,MER_0892,95.44094171479524,2024-11-29 05:22:00,POS,1,Domestic,24.303290403926116,UK,13,9399,Government Services,134,18-25,0.5054312318721783,4099.175783202919,3,0.5576676922847388,US,1,0.0199094465614046,UK,1,1,3,1,23.45271283986874,1,normal,9.544094171479523,1.5906823619132535,0.1988352952391567,0,1,0,0,0,1,2,3,0.9950463244708424,0.0314330511214448,-0.707789214855423,0,0.3192158454466058,I was charged twice for the same purchase.,0.19,0.8985138973412526,0.15,0.4123367644566269,1,0,0,true_dispute,NOT_RECEIVED,App,95.44094171479524,2024-12-12 07:22:00
DISP_000337,TXN_000337,CUST_00199,MER_0361,77.096168016792,2024-08-19 05:13:00,App,0,Domestic,4.809848265029132,US,5,7994,Video Game Arcades,117,51-65,0.6130288744742703,1593.4506375480544,5,0.7784169059401739,US,4,0.3062799259625482,US,2,3,6,1,10.436466630982952,1,normal,15.419233603358402,3.8548084008396,0.3212340334033,0,0,0,0,0,0,0,3,0.6898505417089073,0.0389124398419722,-0.3151171102620154,0,0.3610783544279599,I never received the product I paid for.,0.45,0.8069551625126722,0.15,0.2945351330786046,1,0,0,true_dispute,QUALITY,Web,77.096168016792,2024-08-24 09:13:00
DISP_008653,TXN_008653,CUST_01276,MER_0924,20.265408974352816,2024-12-08 06:12:00,Online,0,Domestic,23.54403374765927,US,12,6300,Insurance,21,18-25,0.564885294268956,742.0758212987281,5,0.925741344170064,IN,1,0.0207198579518145,US,3,4,8,1,134.0107204011421,0,normal,6.079622692305845,1.3510272649568544,0.1125856054130712,0,1,0,0,0,1,2,3,0.8248583577501049,0.1480355024562639,-0.1198302613610559,1,0.4866297447470842,I was charged twice for the same purchase.,0.19,0.8474575073250314,0.15,0.2359490784083167,1,0,0,true_dispute,NOT_RECEIVED,App,20.265408974352816,2024-12-20 07:12:00
DISP_004724,TXN_004724,CUST_01878,MER_0638,84.54619868861464,2024-09-14 12:26:00,POS,1,Domestic,1947.5250802251403,UK,53,6300,Insurance,24,26-35,0.3342405052326532,2145.6692564871564,0,0.5924112067333719,AU,1,0.048150775848513,UK,2,3,6,1,929.1062816480584,0,low_velocity_high_amount,16.909239737722928,4.227309934430732,0.3522758278692276,0,0,0,0,0,0,0,1,0.5437563531683027,0.0118278528841139,0.2297549454779915,0,0.4405230738282249,I don't remember making this purchase.,0.22,0.4631269059504908,0.2912487293663395,0.2689264836433974,0,0,0,first_party_fraud,FRAUD,App,84.54619868861464,2024-11-06 12:26:00
DISP_002394,TXN_002394,CUST_01993,MER_0455,54.16636991216393,2024-10-03 21:47:00,POS,1,Foreign,299.9526000693859,AU,49,8220,Colleges/Universities,153,26-35,0.7247564637527305,1167.306366067523,0,0.8751674657531407,AU,1,0.0440570557766002,AU,1,3,6,1,164.34030431969526,1,normal,5.416636991216393,2.7083184956081965,0.2256932079673497,0,0,0,0,0,0,0,0,0.100258168749228,0.0,0.063852080617423,1,0.2178759705983057,I thought this subscription was cancelled.,0.13,0.3300774506247684,0.3799483662501544,0.2191556241852269,0,0,0,first_party_fraud,NOT_RECEIVED,App,54.16636991216393,2024-11-21 23:47:00
DISP_008747,TXN_008747,CUST_00424,MER_0097,237.07053509660724,2024-11-15 16:43:00,App,0,Domestic,3.3240921717288496,IN,15,5818,Digital Goods - Multi,28,26-35,0.4652559381251544,1401.2709460710662,0,0.5266554050743093,IN,3,0.1966531803834086,IN,3,5,8,1,32.08701523790339,1,normal,71.12116052898217,19.755877924717268,1.3170585283144849,0,0,0,0,0,0,0,2,1.0,0.0084363077815005,-0.1276707086670821,1,0.8139269925332971,The service was not provided but I was billed.,0.3299999999999999,0.8999999999999999,0.15,0.2383012126001246,1,1,0,true_dispute,QUALITY,Web,237.07053509660724,2024-11-30 19:43:00
DISP_006835,TXN_006835,CUST_01161,MER_0964,33.603072568500274,2024-10-20 06:39:00,Online,0,Domestic,6.501471946461342,AU,26,8220,Colleges/Universities,90,18-25,0.8008989884219999,1533.4896663373438,3,0.5842852411252263,US,1,0.0311010369469839,AU,3,4,4,1,114.99192017710638,0,normal,10.080921770550082,2.240204837900018,0.0933418682458341,0,1,0,0,0,1,2,2,0.7197852263099347,0.0595183668375258,0.1572872612793622,1,0.689212009990362,I was charged twice for the same purchase.,0.19,0.8159355678929804,0.15,0.2471861783838086,1,0,1,true_dispute,DUPLICATE,Web,33.603072568500274,2024-11-15 10:39:00
DISP_008986,TXN_008986,CUST_01870,MER_0480,203.0265565952956,2024-10-18 02:40:00,Online,0,Domestic,3.1598078887428525,US,36,5311,Department Stores,133,26-35,0.3957032506157195,6117.050067675238,2,0.7374999779295401,US,2,0.1055085250472819,US,1,1,1,1,881.5622682963365,0,low_velocity_high_amount,20.30265565952956,3.383775943254926,0.1409906643022886,0,0,0,0,0,0,0,0,0.0895564085707403,0.0,0.3629497465027609,0,0.1356539771144628,I don't remember making this purchase.,0.3,0.3268669225712221,0.3820887182858519,0.3088849239508283,0,0,0,first_party_fraud,OTHER,Web,203.0265565952956,2024-11-23 02:40:00
DISP_008329,TXN_008329,CUST_01635,MER_0852,22.41733894465389,2024-12-17 19:29:00,Online,0,Domestic,12.741828295141971,US,40,8062,Hospitals,96,36-50,0.5594729984651386,782.8071939118992,5,0.6584876867561461,US,1,0.0175219501258763,US,1,1,3,1,109.86710544702512,0,normal,2.2417338944653893,0.3736223157442315,0.0467027894680289,0,0,0,0,0,0,0,0,0.3742048754697341,0.0,-0.472128621427239,0,0.0721445460391059,I thought this subscription was cancelled.,0.13,0.4122614626409202,0.3251590249060532,0.3416385864281717,0,0,1,first_party_fraud,FRAUD,Web,22.41733894465389,2025-01-26 19:29:00
DISP_003802,TXN_003802,CUST_01886,MER_0794,35.303571916071455,2024-08-19 09:48:00,Online,0,Foreign,25.343941979295355,IN,43,5817,Digital Goods - Apps,43,26-35,0.5300067204772846,1503.795303606884,1,0.6924490584632272,US,3,0.3105260843200067,IN,3,5,6,1,11.653701387838012,0,normal,10.591071574821436,2.941964326339288,0.1470982163169643,0,1,0,0,0,1,2,2,0.6729464392556372,0.0566514913775489,-0.2375725727125569,0,0.4916229465957434,I don't remember making this purchase.,0.39,0.5018839317766912,0.2654107121488726,0.2712717718137671,1,0,0,first_party_fraud,OTHER,Call,35.303571916071455,2024-10-01 12:48:00
DISP_004418,TXN_004418,CUST_00282,MER_0655,113.45821715081,2024-12-16 05:56:00,Online,0,Foreign,20.84634983960382,IN,10,6011,ATM Withdrawals,131,26-35,0.6104668820248197,3044.249687033924,0,0.5803264379539562,AU,1,0.0482653729145574,IN,3,4,5,1,105.38667670068769,0,normal,34.037465145243004,7.563881143387334,0.393952142884757,0,1,0,0,0,1,2,1,0.8761116108894001,0.0088138173251108,-0.40243092179667,0,0.5363286039249784,I never received the product I paid for.,0.19,0.8628334832668201,0.15,0.320729276539001,1,0,1,true_dispute,QUALITY,Web,113.45821715081,2024-12-26 05:56:00
DISP_003538,TXN_003538,CUST_01604,MER_0253,98.7431993947775,2024-08-30 06:35:00,Online,0,Domestic,12.104916799177383,DE,35,7299,Personal Services,163,26-35,0.8772060287656274,2967.1448020973226,6,0.3311276675558626,AU,3,0.288977417161456,DE,3,3,5,1,133.4340558653195,0,normal,29.62295981843325,4.937159969738875,0.3428583312318663,0,0,0,0,0,0,0,0,0.2293399531344145,0.0,-0.6821323484152706,1,0.0,I thought this subscription was cancelled.,0.3299999999999999,0.3688019859403244,0.3541320093731171,0.4046397045245812,0,1,1,first_party_fraud,NOT_RECOGNIZED,App,98.7431993947775,2024-10-04 07:35:00
DISP_008365,TXN_008365,CUST_01211,MER_0276,284.0727049514674,2024-01-30 21:36:00,POS,1,Domestic,24.996086111908703,DE,10,7841,Video Rental Stores,27,51-65,0.6586626596867358,907.9704281622264,0,1.0,AU,4,0.3465160545222561,DE,3,4,7,1,153.28340399388182,1,normal,85.22181148544023,18.93818033009783,1.3809089824029666,0,0,0,0,0,0,0,4,0.7073201797742366,0.0140809022840944,-0.8508511064847333,0,0.5169332759718905,I never received the product I paid for.,0.45,0.8121960539322709,0.15,0.45525533194542,0,0,0,true_dispute,NOT_RECEIVED,Call,284.0727049514674,2024-02-09 23:36:00
DISP_003096,TXN_003096,CUST_00812,MER_0936,84.36786170666049,2024-04-27 11:11:00,App,0,Domestic,29.49738325542848,IN,29,9399,Government Services,167,36-50,0.4984214643520058,2225.585643964702,4,0.6048409111990197,US,1,0.0240080770125187,IN,1,1,1,1,26.35832012540608,1,normal,8.43678617066605,1.4061310284443416,0.0585887928518475,0,0,0,0,0,0,0,0,0.6928837152934791,0.0,-0.352784664969086,0,0.5867865937075797,I thought this subscription was cancelled.,0.13,0.5078651145880437,0.2614232569413042,0.3058353994907258,1,0,1,first_party_fraud,FRAUD,Call,84.36786170666049,2024-05-26 15:11:00
DISP_002270,TXN_002270,CUST_01910,MER_0232,55.58182831605989,2024-11-19 03:29:00,Online,0,Domestic,8.713744310426955,CA,41,5734,Software Stores,18,36-50,0.3420558722001697,1534.899657711425,1,0.6692998608860432,AU,3,0.2814946670383251,CA,2,2,2,1,142.44529486566313,0,normal,11.116365663211976,1.8527276105353292,0.0771969837723054,0,0,0,0,0,0,0,0,0.3892884290560874,0.0,-0.4479995977586204,0,0.494951305843781,I don't remember making this purchase.,0.3299999999999999,0.4167865287168262,0.3221423141887825,0.3343998793275861,1,0,1,first_party_fraud,FRAUD,Call,55.58182831605989,2024-12-30 03:29:00
DISP_006916,TXN_006916,CUST_00295,MER_0492,313.55916155014694,2024-08-10 14:02:00,App,0,Domestic,0.5133265831674128,AU,17,5968,Adult Entertainment,172,51-65,0.7742817453912285,2064.364611068015,3,0.8283861069923102,DE,4,0.4564388072092905,AU,3,4,4,1,51.46673349104539,1,normal,94.06774846504408,20.90394410334313,0.8709976709726304,0,1,0,0,0,1,2,2,0.6926618061132725,0.0063783816429173,-0.8278509102057388,0,0.6834270320048921,I never received the product I paid for.,0.51,0.8077985418339817,0.15,0.4483552730617216,0,0,1,true_dispute,NOT_RECEIVED,Call,313.55916155014694,2024-08-27 15:02:00
DISP_008925,TXN_008925,CUST_01574,MER_0696,60.29579955463454,2024-04-03 20:10:00,Online,0,Domestic,1.2097960437045208,US,36,8211,Education,30,18-25,0.691896141388156,2539.266250299136,5,0.5130812210203057,UK,1,0.0260124359692445,US,2,2,6,1,1398.5574100293184,1,low_velocity_high_amount,12.059159910926908,2.0098599851544847,0.2512324981443106,0,0,0,0,0,0,0,0,0.0,0.0,-0.3304408251338369,0,0.6442436720545066,I thought this subscription was cancelled.,0.22,0.3,0.4,0.299132247540151,0,1,0,first_party_fraud,FRAUD,Web,60.29579955463454,2024-05-10 00:10:00
DISP_000361,TXN_000361,CUST_01938,MER_0187,114.4015007323862,2024-02-14 11:01:00,App,0,Domestic,1736.907859483954,AU,45,5691,Apparel Stores,140,26-35,0.4277728004477767,2795.071870042909,1,0.9726726700147116,DE,2,0.135624404169162,AU,2,2,4,1,66.44346284291193,0,normal,22.88030014647724,3.8133833577462064,0.3177819464788505,0,0,0,0,0,0,0,0,0.596066073284443,0.0,-0.0877876229128486,0,0.8367850085422048,I don't remember making this purchase.,0.21,0.4788198219853329,0.2807867853431114,0.2263362868738546,0,0,0,first_party_fraud,QUALITY,Web,114.4015007323862,2024-03-30 13:01:00
DISP_001279,TXN_001279,CUST_01198,MER_0788,224.78265254776537,2024-07-30 11:30:00,App,0,Domestic,18.37880031043919,US,27,7299,Personal Services,172,26-35,0.5803740187489684,5184.636484937439,1,0.734009480997424,AU,3,0.2718594878582828,US,2,3,3,1,119.78168344124528,1,normal,44.95653050955308,11.239132627388267,0.4682971928078445,0,0,0,0,0,0,0,4,0.655736911665969,0.0177949675148976,-0.524256125838658,0,0.7613882676982157,The service was not provided but I was billed.,0.3299999999999999,0.7967210734997907,0.15,0.3572768377515974,1,0,0,true_dispute,DUPLICATE,App,224.78265254776537,2024-08-26 15:30:00
DISP_004732,TXN_004732,CUST_01804,MER_0734,608.3129962829825,2024-09-17 22:24:00,App,0,Domestic,16.925964198249982,US,50,5816,Digital Goods - Games,42,18-25,0.5549854955871873,2979.5946000440117,1,0.7441789736014807,DE,3,0.3120665015151671,US,2,2,6,1,909.7523340537568,0,low_velocity_high_amount,121.6625992565965,20.277099876099417,2.5346374845124267,0,1,0,0,0,1,2,2,0.2697497763933773,0.0032877811459244,-0.2548329678572969,1,0.1096908621011235,"This amount is too high, I want to dispute it.",0.48,0.3809249329180132,0.3460500447213245,0.2764498903571891,0,1,0,first_party_fraud,NOT_RECEIVED,Web,608.3129962829825,2024-11-07 01:24:00
DISP_006325,TXN_006325,CUST_01636,MER_0975,80.37423405413904,2024-02-24 02:11:00,Online,0,Domestic,8.341255993799532,DE,41,5818,Digital Goods - Multi,147,36-50,0.4313252650157532,1042.2441131869878,0,0.7561904226517525,DE,3,0.1797368784713393,DE,2,3,6,1,157.7671688947309,1,normal,16.074846810827808,4.018711702706952,0.334892641892246,0,0,0,0,0,0,0,1,0.4584026511683095,0.0124417981927692,-0.0886720419191851,0,0.4248384311799842,"This amount is too high, I want to dispute it.",0.3299999999999999,0.4375207953504928,0.3083194697663381,0.2266016125757555,0,0,0,first_party_fraud,NOT_RECEIVED,Web,80.37423405413904,2024-04-05 06:11:00
DISP_001664,TXN_001664,CUST_01952,MER_0620,45.8871883747361,2024-10-26 07:25:00,Online,0,Domestic,2.5074468026898837,CA,30,6011,ATM Withdrawals,68,51-65,0.4949938657400338,2009.7868486222496,4,0.7154766553668109,IN,1,0.0350158877266725,CA,2,3,5,1,394.57350452423583,0,low_velocity_high_amount,9.17743767494722,2.294359418736805,0.1593305151900559,0,0,0,0,0,0,0,0,0.5145787556047363,0.0,-0.3818112591837875,0,0.273142139035211,I don't remember making this purchase.,0.22,0.4543736266814209,0.2970842488790527,0.3145433777551363,0,1,1,first_party_fraud,DUPLICATE,Call,45.8871883747361,2024-11-25 10:25:00
DISP_007254,TXN_007254,CUST_00360,MER_0670,22.69915054078548,2024-08-14 18:49:00,ATM,0,Domestic,1400.470601565851,UK,18,6300,Insurance,106,26-35,0.4294287929195666,1130.3664013142748,8,0.88068980721822,US,1,0.047071699776372,UK,2,4,5,1,16.25251197117786,0,normal,4.539830108157096,1.513276702719032,0.0788164949332829,0,1,0,0,0,1,2,3,0.7083401640937584,0.1321635360146912,-0.416587047457199,1,0.6388021485949944,The service was not provided but I was billed.,0.19,0.8125020492281275,0.15,0.3249761142371597,1,0,1,true_dispute,QUALITY,Web,22.69915054078548,2024-09-01 19:49:00
